time;V(/BiasOut)1;V(/VoutN)1;V(/VoutP)1
0,184203;0,0312448;-0,657801;0,6378
0,184303;0,0307983;-0,652941;0,632943
0,184403;0,0301286;-0,645012;0,625015
0,184503;0,0292386;-0,63405;0,614055
0,184603;0,0281324;-0,620109;0,600116
0,184703;0,026815;-0,603254;0,583263
0,184803;0,0252928;-0,583567;0,563577
0,184903;0,0235727;-0,561141;0,541153
0,185003;0,0216631;-0,536083;0,516096
0,185103;0,0195729;-0,508513;0,488528
0,185203;0,0173122;-0,478562;0,458579
0,185303;0,0148919;-0,446374;0,426393
0,185403;0,0123235;-0,412103;0,392123
0,185503;0,00961945;-0,375911;0,355932
0,185603;0,0067928;-0,337973;0,317995
0,185703;0,00385723;-0,298468;0,278491
0,185803;0,000826949;-0,257586;0,23761
0,185903;-0,00228331;-0,215521;0,195546
0,186003;-0,00545843;-0,172475;0,152501
0,186103;-0,00868293;-0,128654;0,10868
0,186203;-0,0119411;-0,0842655;0,0642928
0,186303;-0,0152169;-0,0395227;0,0195504
0,186403;-0,0184945;0,00536108;-0,0253332
0,186503;-0,0217576;0,0501715;-0,0701435
0,186603;-0,0249902;0,0946947;-0,114667
0,186703;-0,0281764;0,138718;-0,15869
0,186803;-0,0313005;0,182031;-0,202003
0,186903;-0,034347;0,224427;-0,2444
0,187003;-0,0373008;0,265704;-0,285677
0,187103;-0,040147;0,305664;-0,325638
0,187203;-0,0428716;0,344117;-0,364092
0,187303;-0,0454609;0,380879;-0,400855
0,187403;-0,0479017;0,415775;-0,435751
0,187503;-0,0501817;0,448638;-0,468615
0,187603;-0,0522893;0,47931;-0,499289
0,187703;-0,0542137;0,507646;-0,527626
0,187803;-0,0559448;0,533511;-0,553492
0,187903;-0,0574736;0,55678;-0,576763
0,188003;-0,058792;0,577343;-0,597327
0,188103;-0,0598928;0,595101;-0,615087
0,188203;-0,0607699;0,60997;-0,629957
0,188303;-0,0614182;0,621878;-0,641868
0,188403;-0,0618337;0,630769;-0,650761
0,188503;-0,0620134;0,636601;-0,656594
0,188603;-0,0619557;0,639345;-0,65934
0,188703;-0,0616598;0,638989;-0,658986
0,188803;-0,0611261;0,635533;-0,655532
0,188903;-0,0603562;0,628995;-0,648996
0,189003;-0,0593528;0,619406;-0,639409
0,189103;-0,0581196;0,606812;-0,626817
0,189203;-0,0566616;0,591272;-0,611279
0,189303;-0,0549846;0,572862;-0,59287
0,189403;-0,0530957;0,551668;-0,571678
0,189503;-0,0510027;0,527792;-0,547804
0,189603;-0,0487147;0,501348;-0,521362
0,189703;-0,0462414;0,472462;-0,492478
0,189803;-0,0435938;0,441273;-0,461291
0,189903;-0,0407832;0,407929;-0,427948
0,190003;-0,0378221;0,372589;-0,39261
0,190103;-0,0347236;0,335423;-0,355445
0,190203;-0,0315013;0,296607;-0,31663
0,190303;-0,0281696;0,256327;-0,276351
0,190403;-0,0247433;0,214775;-0,2348
0,190503;-0,0212377;0,17215;-0,192176
0,190603;-0,0176686;0,128655;-0,148682
0,190703;-0,0140518;0,0844985;-0,104526
0,190803;-0,0104036;0,0398904;-0,0599185
0,190903;-0,00674038;-0,00495592;-0,0150726
0,191003;-0,00307862;-0,0498263;0,0297975
0,191103;0,000565253;-0,0945066;0,0744776
0,191203;0,00417484;-0,138783;0,118754
0,191303;0,00773392;-0,182445;0,162416
0,191403;0,0112265;-0,225283;0,205255
0,191503;0,0146368;-0,267094;0,247066
0,191603;0,0179496;-0,307677;0,287649
0,191703;0,02115;-0,346838;0,326811
0,191803;0,0242237;-0,384391;0,364365
0,191903;0,0271568;-0,420156;0,400131
0,192003;0,0299363;-0,453963;0,433939
0,192103;0,0325498;-0,48565;0,465626
0,192203;0,0349856;-0,515066;0,495043
0,192303;0,0372331;-0,542069;0,522049
0,192403;0,0392821;-0,566533;0,546513
0,192503;0,0411239;-0,588339;0,568321
0,192603;0,0427503;-0,607383;0,587367
0,192703;0,0441543;-0,623575;0,60356
0,192803;0,04533;-0,636837;0,616824
0,192903;0,0462724;-0,647106;0,627095
0,193003;0,0469778;-0,654333;0,634323
0,193103;0,0474433;-0,658483;0,638475
0,193203;0,0476674;-0,659536;0,639531
0,193303;0,0476496;-0,657488;0,637485
0,193403;0,0473906;-0,652349;0,632347
0,193503;0,0468921;-0,644142;0,624142
0,193603;0,046157;-0,632907;0,612909
0,193703;0,0451893;-0,618697;0,598702
0,193803;0,0439941;-0,601582;0,581588
0,193903;0,0425775;-0,581641;0,561649
0,194003;0,0409466;-0,558971;0,538981
0,194103;0,0391095;-0,533679;0,513691
0,194203;0,0370755;-0,505887;0,4859
0,194303;0,0348544;-0,475727;0,455742
0,194403;0,0324572;-0,443344;0,42336
0,194503;0,0298954;-0,408891;0,388909
0,194603;0,0271816;-0,372533;0,352552
0,194703;0,0243288;-0,334444;0,314465
0,194803;0,0213508;-0,294806;0,274828
0,194903;0,0182619;-0,253808;0,233831
0,195003;0,0150768;-0,211646;0,19167
0,195103;0,0118109;-0,168521;0,148546
0,195203;0,00847969;-0,124639;0,104665
0,195303;0,00509905;-0,0802098;0,0602364
0,195403;0,00168504;-0,0354453;0,0154724
0,195503;-0,00174614;0,00944081;-0,0294133
0,195603;-0,00517827;0,054234;-0,0742062
0,195703;-0,00859513;0,0987206;-0,118693
0,195803;-0,0119806;0,142688;-0,16266
0,195903;-0,0153188;0,185926;-0,205898
0,196003;-0,0185941;0,228229;-0,248201
0,196103;-0,021791;0,269394;-0,289367
0,196203;-0,0248948;0,309225;-0,329199
0,196303;-0,0278909;0,347532;-0,367506
0,196403;-0,0307654;0,384132;-0,404106
0,196503;-0,0335051;0,418849;-0,438825
0,196603;-0,0360973;0,451519;-0,471496
0,196703;-0,0385302;0,481985;-0,501963
0,196803;-0,0407927;0,510102;-0,530081
0,196903;-0,0428744;0,535736;-0,555716
0,197003;-0,0447662;0,558763;-0,578745
0,197103;-0,0464595;0,579075;-0,599058
0,197203;-0,0479468;0,596574;-0,616558
0,197303;-0,0492219;0,611177;-0,631162
0,197403;-0,0502792;0,622813;-0,6428
0,197503;-0,0511144;0,631428;-0,651417
0,197603;-0,0517243;0,63698;-0,656971
0,197703;-0,0521067;0,639442;-0,659435
0,197803;-0,0522607;0,638804;-0,658798
0,197903;-0,0521862;0,635067;-0,655064
0,198003;-0,0518844;0,628251;-0,648249
0,198103;-0,0513578;0,618386;-0,638386
0,198203;-0,0506096;0,605522;-0,625523
0,198303;-0,0496442;0,589718;-0,609721
0,198403;-0,0484673;0,57105;-0,591056
0,198503;-0,0470854;0,549608;-0,569615
0,198603;-0,045506;0,525494;-0,545503
0,198703;-0,0437377;0,498823;-0,518833
0,198803;-0,0417897;0,469722;-0,489734
0,198903;-0,0396725;0,438331;-0,458344
0,199003;-0,0373972;0,404798;-0,424813
0,199103;-0,0349755;0,369286;-0,389302
0,199203;-0,0324201;0,331962;-0,351979
0,199303;-0,0297443;0,293005;-0,313024
0,199403;-0,0269618;0,252601;-0,272621
0,199503;-0,024087;0,210944;-0,230964
0,199603;-0,0211347;0,168231;-0,188253
0,199703;-0,01812;0,124668;-0,14469
0,199803;-0,0150584;0,080461;-0,100484
0,199903;-0,0119655;0,0358224;-0,0558459
0,200003;-0,00885723;-0,00903494;-0,0109889
0,200103;-0,00574949;-0,0538969;0,0338728
0,200203;-0,00265817;-0,0985492;0,078525
0,200303;0,000400887;-0,142779;0,122754
0,200403;0,00341201;-0,186374;0,16635
0,200503;0,00635976;-0,229127;0,209104
0,200603;0,009229;-0,270834;0,250811
0,200703;0,012005;-0,311296;0,291273
0,200803;0,0146734;-0,350319;0,330296
0,200903;0,0172204;-0,387716;0,367695
0,201003;0,0196329;-0,423311;0,40329
0,201103;0,0218983;-0,456931;0,436912
0,201203;0,0240047;-0,488418;0,468399
0,201303;0,0259412;-0,51762;0,497602
0,201403;0,0276974;-0,544398;0,524382
0,201503;0,029264;-0,568624;0,54861
0,201603;0,0306326;-0,590183;0,57017
0,201703;0,0317957;-0,608972;0,58896
0,201803;0,0327467;-0,6249;0,60489
0,201903;0,0334803;-0,637893;0,617884
0,202003;0,033992;-0,647887;0,62788
0,202103;0,0342786;-0,654835;0,63483
0,202203;0,0343377;-0,658704;0,638701
0,202303;0,0341682;-0,659476;0,639475
0,202403;0,0337703;-0,657146;0,637147
0,202503;0,0331448;-0,651727;0,631729
0,202603;0,0322942;-0,643243;0,623247
0,202703;0,0312216;-0,631735;0,611741
0,202803;0,0299315;-0,617259;0,597267
0,202903;0,0284294;-0,599882;0,579892
0,203003;0,0267217;-0,57969;0,559701
0,203103;0,0248159;-0,556776;0,53679
0,203203;0,0227206;-0,531252;0,511268
0,203303;0,0204451;-0,503239;0,483256
0,203403;0,0179997;-0,472871;0,45289
0,203503;0,0153956;-0,440293;0,420313
0,203603;0,0126448;-0,40566;0,385681
0,203703;0,00975977;-0,369138;0,34916
0,203803;0,00675398;-0,3309;0,310924
0,203903;0,00364133;-0,291131;0,271156
0,204003;0,000436293;-0,250019;0,230045
0,204103;-0,00284617;-0,207761;0,187788
0,204203;-0,00619071;-0,164559;0,144586
0,204303;-0,00958164;-0,120618;0,100647
0,204403;-0,013003;-0,07615;0,0561786
0,204503;-0,0164388;-0,0313656;0,0113946
0,204603;-0,0198726;0,0135208;-0,0334915
0,204703;-0,0232883;0,0582949;-0,0782655
0,204803;-0,0266698;0,102743;-0,122714
0,204903;-0,0300009;0,146653;-0,166623
0,205003;-0,0332657;0,189814;-0,209785
0,205103;-0,0364488;0,232022;-0,251993
0,205203;-0,0395349;0,273074;-0,293046
0,205303;-0,0425092;0,312774;-0,332746
0,205403;-0,0453575;0,350933;-0,370906
0,205503;-0,048066;0,387368;-0,407343
0,205603;-0,0506217;0,421907;-0,441882
0,205703;-0,0530121;0,454382;-0,474359
0,205803;-0,0552257;0,484641;-0,504618
0,205903;-0,0572516;0,512537;-0,532516
0,206003;-0,05908;0,537939;-0,557919
0,206103;-0,0607016;0,560723;-0,580705
0,206203;-0,0621085;0,580783;-0,600767
0,206303;-0,0632936;0,598022;-0,618007
0,206403;-0,0642508;0,612357;-0,632344
0,206503;-0,064975;0,623721;-0,64371
0,206603;-0,0654625;0,632059;-0,652049
0,206703;-0,0657102;0,637331;-0,657323
0,206803;-0,0657167;0,639512;-0,659506
0,206903;-0,0654811;0,638591;-0,658588
0,207003;-0,0650042;0,634574;-0,654572
0,207103;-0,0642875;0,627478;-0,647479
0,207203;-0,0633339;0,617339;-0,637341
0,207303;-0,0621471;0,604204;-0,624208
0,207403;-0,0607323;0,588137;-0,608143
0,207503;-0,0590955;0,569213;-0,589221
0,207603;-0,0572436;0,547523;-0,567533
0,207703;-0,0551849;0,523172;-0,543183
0,207803;-0,0529283;0,496274;-0,516288
0,207903;-0,0504837;0,466959;-0,486974
0,208003;-0,0478622;0,435367;-0,455384
0,208103;-0,0450752;0,401648;-0,421666
0,208203;-0,0421353;0,365963;-0,385983
0,208303;-0,0390555;0,328483;-0,348504
0,208403;-0,0358497;0,289387;-0,309409
0,208503;-0,0325323;0,248861;-0,268885
0,208603;-0,0291182;0,207099;-0,227124
0,208703;-0,0256226;0,164301;-0,184327
0,208803;-0,0220614;0,12067;-0,140697
0,208903;-0,0184505;0,0764156;-0,0964426
0,209003;-0,0148062;0,0317483;-0,0517759
0,209103;-0,0111449;-0,0131184;-0,00690966
0,209203;-0,00748293;-0,0579702;0,0379418
0,209303;-0,00383689;-0,102593;0,0825643
0,209403;-0,000223103;-0,146773;0,126745
0,209503;0,00334223;-0,190301;0,170272
0,209603;0,00684312;-0,232968;0,212939
0,209703;0,0102639;-0,274569;0,254542
0,209803;0,0135894;-0,314908;0,294881
0,209903;0,0168047;-0,353791;0,333764
0,210003;0,0198955;-0,391032;0,371006
0,210103;0,0228482;-0,426453;0,406428
0,210203;0,0256497;-0,459886;0,439862
0,210303;0,0282878;-0,491171;0,471148
0,210403;0,0307508;-0,520159;0,500137
0,210503;0,0330281;-0,54671;0,526689
0,210603;0,03511;-0,570698;0,550679
0,210703;0,0369874;-0,59201;0,571992
0,210803;0,0386525;-0,610542;0,590526
0,210903;0,0400984;-0,626206;0,606192
0,211003;0,0413192;-0,638928;0,618916
0,211103;0,0423101;-0,648647;0,628636
0,211203;0,0430674;-0,655317;0,635308
0,211303;0,0435884;-0,658905;0,638898
0,211403;0,0438718;-0,659395;0,639389
0,211503;0,043917;-0,656783;0,63678
0,211603;0,0437249;-0,651084;0,631082
0,211703;0,0432973;-0,642323;0,622323
0,211803;0,0426372;-0,630543;0,610545
0,211903;0,0417487;-0,6158;0,595804
0,212003;0,0406369;-0,598164;0,57817
0,212103;0,0393079;-0,57772;0,557727
0,212203;0,0377691;-0,554564;0,534574
0,212303;0,0360285;-0,528809;0,50882
0,212403;0,0340954;-0,500576;0,480589
0,212503;0,0319796;-0,470001;0,450015
0,212603;0,0296922;-0,437229;0,417245
0,212703;0,0272448;-0,402417;0,382435
0,212803;0,0246497;-0,365732;0,34575
0,212903;0,0219202;-0,327347;0,307367
0,213003;0,0190698;-0,287448;0,267469
0,213103;0,0161129;-0,246224;0,226246
0,213203;0,0130642;-0,203871;0,183895
0,213303;0,00993881;-0,160593;0,140617
0,213403;0,00675225;-0,116596;0,0966211
0,213503;0,00352027;-0,0720901;0,0521156
0,213603;0,000258803;-0,0272875;0,00731353
0,213703;-0,0030161;0,0175976;-0,0375712
0,213803;-0,00628835;0,062351;-0,0823243
0,213903;-0,00954192;0,106759;-0,126732
0,214003;-0,0127609;0,150609;-0,170582
0,214103;-0,0159295;0,193693;-0,213666
0,214203;-0,0190324;0,235803;-0,255777
0,214303;-0,0220543;0,27674;-0,296715
0,214403;-0,0249807;0,316308;-0,336283
0,214503;-0,0277974;0,354318;-0,374293
0,214603;-0,0304906;0,390588;-0,410564
0,214703;-0,0330474;0,424946;-0,444923
0,214803;-0,0354555;0,457226;-0,477204
0,214903;-0,0377032;0,487276;-0,507255
0,215003;-0,0397798;0,514951;-0,534931
0,215103;-0,0416754;0,540119;-0,560101
0,215203;-0,0433808;0,562661;-0,582644
0,215303;-0,0448881;0,582468;-0,602452
0,215403;-0,04619;0,599446;-0,619432
0,215503;-0,0472805;0,613514;-0,633501
0,215603;-0,0481545;0,624605;-0,644594
0,215703;-0,048808;0,632665;-0,652656
0,215803;-0,0492382;0,637657;-0,65765
0,215903;-0,0494431;0,639556;-0,659551
0,216003;-0,0494222;0,638354;-0,65835
0,216103;-0,0491757;0,634056;-0,654054
0,216203;-0,0487053;0,626682;-0,646682
0,216303;-0,0480136;0,616268;-0,63627
0,216403;-0,0471042;0,602864;-0,622868
0,216503;-0,0459819;0,586534;-0,606539
0,216603;-0,0446526;0,567355;-0,587361
0,216703;-0,0431231;0,545419;-0,565427
0,216803;-0,0414013;0,520831;-0,540841
0,216903;-0,0394958;0,493708;-0,51372
0,217003;-0,0374165;0,46418;-0,484194
0,217103;-0,0351738;0,432388;-0,452403
0,217203;-0,032779;0,398483;-0,4185
0,217303;-0,0302444;0,362628;-0,382646
0,217403;-0,0275826;0,324994;-0,345013
0,217503;-0,0248072;0,28576;-0,30578
0,217603;-0,021932;0,245114;-0,265135
0,217703;-0,0189716;0,20325;-0,223272
0,217803;-0,015941;0,160367;-0,18039
0,217903;-0,0128553;0,116671;-0,136695
0,218003;-0,00973024;0,0723703;-0,0923943
0,218103;-0,00658149;0,0276761;-0,0477006
0,218203;-0,003425;-0,017198;-0,00282677
0,218303;-0,000276718;-0,0620378;0,0420128
0,218403;0,0028474;-0,106629;0,086604
0,218503;0,00593152;-0,150759;0,130734
0,218603;0,00895996;-0,194217;0,174192
0,218703;0,0119173;-0,236795;0,21677
0,218803;0,0147885;-0,27829;0,258266
0,218903;0,0175587;-0,318504;0,29848
0,219003;0,0202139;-0,357245;0,337222
0,219103;0,0227402;-0,394328;0,374306
0,219203;0,0251247;-0,429575;0,409554
0,219303;0,0273549;-0,462819;0,4428
0,219403;0,029419;-0,493901;0,473883
0,219503;0,0313063;-0,522673;0,502655
0,219603;0,0330066;-0,548996;0,52898
0,219703;0,0345107;-0,572746;0,552731
0,219803;0,0358105;-0,593808;0,573795
0,219903;0,0368986;-0,612083;0,592072
0,220003;0,0377687;-0,627483;0,607473
0,220103;0,0384157;-0,639935;0,619926
0,220203;0,0388354;-0,649378;0,629372
0,220303;0,0390247;-0,655769;0,635764
0,220403;0,0389816;-0,659075;0,639073
0,220503;0,0387054;-0,659283;0,639282
0,220603;0,0381961;-0,65639;0,636391
0,220703;0,0374553;-0,650411;0,630414
0,220803;0,0364854;-0,641374;0,621379
0,220903;0,0352899;-0,629322;0,609329
0,221003;0,0338736;-0,614312;0,594321
0,221103;0,0322423;-0,596418;0,576428
0,221203;0,0304026;-0,575723;0,555735
0,221303;0,0283623;-0,552326;0,53234
0,221403;0,0261303;-0,52634;0,506356
0,221503;0,0237161;-0,497889;0,477906
0,221603;0,0211304;-0,467108;0,447127
0,221703;0,0183846;-0,434144;0,414164
0,221803;0,0154908;-0,399155;0,379177
0,221903;0,0124619;-0,362307;0,342331
0,222003;0,00931147;-0,323778;0,303802
0,222103;0,00605373;-0,28375;0,263776
0,222203;0,00270335;-0,242415;0,222442
0,222303;-0,000724521;-0,19997;0,179998
0,222403;-0,00421433;-0,156618;0,136646
0,222503;-0,0077502;-0,112566;0,092595
0,222603;-0,011316;-0,0680241;0,0480538
0,222703;-0,0148955;-0,0232053;0,00323527
0,222803;-0,0184724;0,0216767;-0,0416464
0,222903;-0,0220301;0,0664074;-0,086377
0,223003;-0,0255525;0,110773;-0,130743
0,223103;-0,0290233;0,154562;-0,174532
0,223203;-0,0324266;0,197566;-0,217536
0,223303;-0,0357468;0,239578;-0,259548
0,223403;-0,0389684;0,280399;-0,30037
0,223503;-0,0420768;0,319833;-0,339804
0,223603;-0,0450576;0,357692;-0,377664
0,223703;-0,0478969;0,393795;-0,413768
0,223803;-0,0505817;0,42797;-0,447944
0,223903;-0,0530996;0,460054;-0,480029
0,224003;-0,055439;0,489893;-0,50987
0,224103;-0,057589;0,517346;-0,537323
0,224203;-0,0595396;0,54228;-0,562259
0,224303;-0,061282;0,564577;-0,584558
0,224403;-0,0628079;0,584131;-0,604113
0,224503;-0,0641103;0,600847;-0,620831
0,224603;-0,0651832;0,614647;-0,634633
0,224703;-0,0660217;0,625464;-0,645452
0,224803;-0,0666217;0,633247;-0,653237
0,224903;-0,0669807;0,637958;-0,65795
0,225003;-0,0670969;0,639576;-0,659569
0,225103;-0,0669697;0,638091;-0,658087
0,225203;-0,0665999;0,633512;-0,65351
0,225303;-0,065989;0,625861;-0,64586
0,225403;-0,0651399;0,615173;-0,635174
0,225503;-0,0640567;0,6015;-0,621503
0,225603;-0,0627442;0,584907;-0,604912
0,225703;-0,0612086;0,565473;-0,58548
0,225803;-0,0594571;0,543291;-0,5633
0,225903;-0,0574976;0,518468;-0,538478
0,226003;-0,0553394;0,491121;-0,511133
0,226103;-0,0529923;0,461381;-0,481395
0,226203;-0,0504674;0,42939;-0,449406
0,226303;-0,0477762;0,395302;-0,415319
0,226403;-0,0449312;0,359278;-0,379296
0,226503;-0,0419455;0,32149;-0,34151
0,226603;-0,038833;0,28212;-0,302141
0,226703;-0,0356079;0,241355;-0,261377
0,226803;-0,0322853;0,19939;-0,219413
0,226903;-0,0288803;0,156425;-0,176449
0,227003;-0,0254087;0,112665;-0,13269
0,227103;-0,0218864;0,0683193;-0,0883453
0,227203;-0,0183296;0,0235998;-0,0436264
0,227303;-0,0147547;-0,0212801;0,00125308
0,227403;-0,0111779;-0,0661062;0,0460788
0,227503;-0,00761572;-0,110664;0,0906368
0,227603;-0,00408437;-0,154742;0,134714
0,227703;-0,000599938;-0,198128;0,178101
0,227803;0,00282171;-0,240616;0,220589
0,227903;0,00616506;-0,282003;0,261976
0,228003;0,00941496;-0,322091;0,302065
0,228103;0,0125568;-0,360689;0,340663
0,228203;0,0155763;-0,397612;0,377587
0,228303;0,0184602;-0,432684;0,41266
0,228403;0,0211954;-0,465739;0,445715
0,228503;0,0237698;-0,496617;0,476594
0,228603;0,0261721;-0,525171;0,50515
0,228703;0,0283919;-0,551265;0,531246
0,228803;0,0304194;-0,574775;0,554757
0,228903;0,0322459;-0,595588;0,575571
0,229003;0,0338639;-0,613605;0,59359
0,229103;0,0352664;-0,62874;0,608726
0,229203;0,0364479;-0,64092;0,620908
0,229303;0,0374038;-0,650088;0,630077
0,229403;0,0381305;-0,656199;0,63619
0,229503;0,0386256;-0,659225;0,639218
0,229603;0,0388877;-0,65915;0,639145
0,229703;0,0389168;-0,655976;0,635973
0,229803;0,0387137;-0,649718;0,629716
0,229903;0,0382805;-0,640404;0,620405
0,230003;0,0376203;-0,628081;0,608083
0,230103;0,0367372;-0,612806;0,59281
0,230203;0,0356367;-0,594653;0,574659
0,230303;0,0343251;-0,573708;0,553716
0,230403;0,0328096;-0,550072;0,530081
0,230503;0,0310986;-0,523856;0,503867
0,230603;0,0292012;-0,495187;0,4752
0,230703;0,0271277;-0,464201;0,444216
0,230803;0,024889;-0,431047;0,411063
0,230903;0,0224967;-0,395882;0,375899
0,231003;0,0199634;-0,358874;0,338893
0,231103;0,0173022;-0,3202;0,30022
0,231203;0,0145268;-0,280046;0,260067
0,231303;0,0116514;-0,238601;0,218624
0,231403;0,00869085;-0,196066;0,176089
0,231503;0,00566016;-0,152641;0,132665
0,231603;0,00257479;-0,108536;0,0885606
0,231703;-0,000549562;-0,0639602;0,0439853
0,231803;-0,00369706;-0,0191267;-0,000847774
0,231903;-0,00685175;0,0257503;-0,0457245
0,232003;-0,00999767;0,0704567;-0,0904307
0,232103;-0,0131189;0,114779;-0,134753
0,232203;-0,0161997;0,158505;-0,178479
0,232303;-0,0192246;0,201427;-0,221401
0,232403;-0,0221782;0,243339;-0,263314
0,232503;-0,0250456;0,284042;-0,304017
0,232603;-0,0278125;0,32334;-0,343316
0,232703;-0,0304648;0,361047;-0,381023
0,232803;-0,0329891;0,396982;-0,416959
0,232903;-0,0353727;0,430974;-0,450952
0,233003;-0,0376036;0,46286;-0,482839
0,233103;-0,0396704;0,492488;-0,512468
0,233203;-0,0415626;0,519716;-0,539698
0,233303;-0,0432707;0,544416;-0,564399
0,233403;-0,0447858;0,566468;-0,586452
0,233503;-0,0461003;0,585767;-0,605753
0,233603;-0,0472073;0,602222;-0,622209
0,233703;-0,0481012;0,615753;-0,635742
0,233803;-0,048777;0,626296;-0,646287
0,233903;-0,0492314;0,633801;-0,653794
0,234003;-0,0494616;0,638232;-0,658226
0,234103;-0,0494662;0,639568;-0,659564
0,234203;-0,0492449;0,637802;-0,657799
0,234303;-0,0487984;0,632942;-0,652942
0,234403;-0,0481287;0,625013;-0,645014
0,234503;-0,0472387;0,614051;-0,634055
0,234603;-0,0461325;0,60011;-0,620115
0,234703;-0,0448151;0,583255;-0,603262
0,234803;-0,0432929;0,563568;-0,583576
0,234903;-0,0415728;0,541141;-0,561152
0,235003;-0,0396632;0,516083;-0,536095
0,235103;-0,037573;0,488513;-0,508527
0,235203;-0,0353123;0,458563;-0,478578
0,235303;-0,032892;0,426375;-0,446392
0,235403;-0,0303236;0,392104;-0,412122
0,235503;-0,0276196;0,355912;-0,375932
0,235603;-0,0247929;0,317974;-0,337994
0,235703;-0,0218573;0,278469;-0,29849
0,235803;-0,0188271;0,237587;-0,257609
0,235903;-0,0157168;0,195522;-0,215546
0,236003;-0,0125417;0,152476;-0,172501
0,236103;-0,00931717;0,108655;-0,12868
0,236203;-0,00605903;0,0642664;-0,0842919
0,236303;-0,00278317;0,0195236;-0,0395495
0,236403;0,000494354;-0,0253602;0,00533406
0,236503;0,00375746;-0,0701706;0,0501444
0,236603;0,0069901;-0,114694;0,0946675
0,236703;0,0101763;-0,158717;0,138691
0,236803;0,0133004;-0,20203;0,182004
0,236903;0,0163469;-0,244426;0,224401
0,237003;0,0193007;-0,285703;0,265678
0,237103;0,0221469;-0,325663;0,305639
0,237203;0,0248715;-0,364116;0,344093
0,237303;0,0274608;-0,400878;0,380856
0,237403;0,0299016;-0,435774;0,415752
0,237503;0,0321816;-0,468637;0,448616
0,237603;0,0342892;-0,499309;0,47929
0,237703;0,0362136;-0,527645;0,507627
0,237803;0,0379447;-0,55351;0,533493
0,237903;0,0394735;-0,576779;0,556764
0,238003;0,0407919;-0,597342;0,577328
0,238103;0,0418927;-0,6151;0,595088
0,238203;0,0427698;-0,629969;0,609958
0,238303;0,0434181;-0,641877;0,621869
0,238403;0,0438336;-0,650769;0,630762
0,238503;0,0440133;-0,6566;0,636595
0,238603;0,0439556;-0,659344;0,639341
0,238703;0,0436597;-0,658988;0,638987
0,238803;0,043126;-0,655532;0,635533
0,238903;0,0423561;-0,648995;0,628997
0,239003;0,0413527;-0,639406;0,61941
0,239103;0,0401195;-0,626811;0,606818
0,239203;0,0386615;-0,611271;0,59128
