time;V(/Bias_Out)1;V(/VoutN)1;V(/VoutP)1;
0,105713;2,50619;2,49559;2,49682;
0,105723;2,50619;2,49559;2,49682;
0,105733;2,50619;2,49559;2,49682;
0,105743;2,50619;2,49559;2,49682;
0,105753;2,50619;2,4956;2,49682;
0,105763;2,50619;2,4956;2,49682;
0,105773;2,50619;2,4956;2,49682;
0,105783;2,50619;2,4956;2,49682;
0,105793;2,50619;2,4956;2,49682;
0,105803;2,50619;2,4956;2,49682;
0,105813;2,50619;2,4956;2,49682;
0,105823;2,50619;2,4956;2,49681;
0,105833;2,50619;2,4956;2,49681;
0,105843;2,50619;2,4956;2,49681;
0,105853;2,50619;2,4956;2,49681;
0,105863;2,50619;2,4956;2,49681;
0,105873;2,50619;2,4956;2,49681;
0,105883;2,50619;2,4956;2,49681;
0,105893;2,50619;2,4956;2,49681;
0,105903;2,50619;2,4956;2,49681;
0,105913;2,50619;2,4956;2,49681;
0,105923;2,50619;2,4956;2,49681;
0,105933;2,50619;2,4956;2,4968;
0,105943;2,50619;2,49561;2,4968;
0,105953;2,50619;2,49561;2,4968;
0,105963;2,50619;2,49561;2,4968;
0,105973;2,50619;2,49561;2,4968;
0,105983;2,50619;2,49561;2,4968;
0,105993;2,50619;2,49561;2,4968;
0,106003;2,50619;2,49561;2,4968;
0,106013;2,50619;2,49561;2,4968;
0,106023;2,50619;2,49561;2,4968;
0,106033;2,50619;2,49561;2,4968;
0,106043;2,50619;2,49561;2,49679;
0,106053;2,50619;2,49561;2,49679;
0,106063;2,50619;2,49561;2,49679;
0,106073;2,50619;2,49561;2,49679;
0,106083;2,50619;2,49561;2,49679;
0,106093;2,50619;2,49561;2,49679;
0,106103;2,50619;2,49561;2,49679;
0,106113;2,50619;2,49562;2,49679;
0,106123;2,50619;2,49562;2,49679;
0,106133;2,50619;2,49562;2,49679;
0,106143;2,50619;2,49562;2,49679;
0,106153;2,50619;2,49562;2,49678;
0,106163;2,50619;2,49562;2,49678;
0,106173;2,50619;2,49562;2,49678;
0,106183;2,50619;2,49562;2,49678;
0,106193;2,50619;2,49562;2,49678;
0,106203;2,50619;2,49562;2,49678;
0,106213;2,50619;2,49562;2,49678;
0,106223;2,50619;2,49562;2,49678;
0,106233;2,50619;2,49562;2,49678;
0,106243;2,50619;2,49562;2,49678;
0,106253;2,50619;2,49562;2,49677;
0,106263;2,50619;2,49562;2,49677;
0,106273;2,50619;2,49562;2,49677;
0,106283;2,50619;2,49563;2,49677;
0,106293;2,50619;2,49563;2,49677;
0,106303;2,50619;2,49563;2,49677;
0,106313;2,50619;2,49563;2,49677;
0,106323;2,50619;2,49563;2,49677;
0,106333;2,50619;2,49563;2,49677;
0,106343;2,50619;2,49563;2,49677;
0,106353;2,50619;2,49563;2,49676;
0,106363;2,50619;2,49563;2,49676;
0,106373;2,50619;2,49563;2,49676;
0,106383;2,50619;2,49563;2,49676;
0,106393;2,50619;2,49563;2,49676;
0,106403;2,50619;2,49563;2,49676;
0,106413;2,50619;2,49563;2,49676;
0,106423;2,50619;2,49563;2,49676;
0,106433;2,50619;2,49563;2,49676;
